"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","cluster"
"257","? 民谣：在你的故事里加点时间","-安玥冉",1467590400,"<b>介绍：</b>封面：@丫呀丫头琦<br>每个人的一生都是一个故事，<br>有的人才写了一个序，<br>有的人已经接近尾声。<br><br>如果，我在你的故事里加点时间，<br>一些盐，和一些风，<br>那么盛开的，<br>会不会是这颗开花的树，<br>又或者仅仅只是下了一场雨~<br><br>时间越积越多，<br>音符扫过的瞬间，<br>我便与你，越来越近了。<br><br>",938122,12672,138,115,"[""华语"",""民谣"",""治愈""]",23250,9,269,15,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",192,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",19,1,"是","否","否","否","是","否","否",3
"258","? 同一首调调，不同的味道 ?⑥","回头过去未看清",1451865600,"<b>介绍：</b>同一首歌，国语粤语外语几个版本，希望大家喜欢，欢迎收藏<br>你错过了张国荣梅艳芳的深情错过了邓丽君的温柔似水错过了四大天王的辉煌错过了Beyond的摇滚错过了谭校长的粤式情歌错过了哈林的嘻哈风格错过了杨坤的迷人嗓音错过了齐秦的长唱经典错过了太多太多的声音，那么，在这里，你将不会再错过<br>",1429657,17885,200,172,"[""华语"",""翻唱"",""粤语""]",8817,9,39,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",157,"否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",521,76,"否","否","否","是","否","否","否",3
"259","? 五月民谣 青葱岁月里的无眠时光","-安玥冉",1462924800,"<b>介绍：</b><br>六月在慢慢靠近，<br>高考的倒计时一天一天，<br>你忽然发现，<br>有那么一点不舍，<br>我记得最后一天的时候期待赶紧考完，<br>而当考完的那天晚上，<br>我们却全都失眠了，<br>闲闲碎碎的说了一晚上的话，<br>第二天大家分别的时候都在整理书，<br>没用的扔了一大堆在角落，<br>而板报上的倒计时永远停在了1，<br>也永远的消失在我们的青春里。<br><br>好像过了很久才醒悟过来，<br>那个夏天，我们失去了某些珍贵的东西，<br>也好像，成年之后的每一天，<br>都会偶然想起在学校的某一个瞬间。<br><br>从小学，中学，大学，<br>毕业从来都不是遥遥无期的，<br>她好像嗖的一下从你的生命里穿过，<br>你来不及反映，<br>就迷失在青春的长河里。<br><br>而有一天，<br>褪去青涩之后，<br>最难忘的，还是校园里的一点一滴。<br><br>愿你安好~<br><br>风是透明的，雨是滴答的，<br>云是流动的，歌是自由的，<br>爱是用心的，恋是疯狂的，<br>天是永恒的，你是难忘的。<br><br>人是少年时最真切 ，情是豆蔻时最纯贞。<br><br>",1475196,20345,320,208,"[""华语"",""民谣"",""思念""]",23250,9,269,17,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",517,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,2,"是","否","否","否","是","否","否",3
"260","?好听节奏感又强的拉丁舞曲","超Fans炒饭",1437955200,"<b>介绍：</b>拉丁舞经典收藏?好听节奏感又强的拉丁舞曲 恰恰 伦巴 牛仔 斗牛 桑巴<br>",837815,13982,223,130,"[""拉丁"",""放松""]",8515,9,83,13,"否","否","是","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否",49,"否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,3,"是","否","是","否","是","否","是",3
"261","?【中国电音人徐梦圆|全作品收录大碟】","MadetoLoveMusic",1453248000,"<b>介绍：</b>原创音乐人徐梦圆的全部作品收录<br>最新，最快，最全。<br><br>女士们先生们！你们准备好了吗？！<br>有请我们的巨星！Mr.徐！！！<br>--------------------------------------------------------<br><br>徐梦圆，<br>百首优质作品的原创电子音乐制作人。<br>中国电音，<br>这盛世如你所愿。<br><br>[按发布时间排序]<br>",491348,15739,220,261,"[""电子"",""华语"",""清新""]",182,8,24,19,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",216,"否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",182,2,"否","否","否","是","否","否","否",3
"262","? 深度欧美节奏控患者","墨尔本的情书",1394582400,"<b>介绍：</b>比起振奋人心的激烈节奏我更偏爱柔情的节奏，从来不会觉得吵闹和喧嚣。它只会牵你慢慢走进它制造的漩涡，每一个音符都在心里荡起一片涟漪，开出一朵花。它们有些并不是一听就会喜欢上的那种朗朗上口的旋律，但它们耐得细细品味，每听一遍都离你的心更近一些。<br>",1418559,25632,336,241,"[""欧美"",""流行"",""R&amp;B/Soul""]",13443,9,118,11,"否","否","是","否","否","是","否","是","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否",134,"否","否","否","是","否","否","否","否","否","否","否","是","否","是","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",140,5,"是","否","否","否","是","否","否",3
"263","??S?A?K?U?R?A ?","i9xx",1458864000,"<b>介绍：</b>莫倚偎我<br>我习于冷 <br>志于成冰<br>",371757,13310,296,167,"[""古风"",""电子""]",7454,9,37,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",35,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",170,2,"否","否","否","是","否","否","否",3
"264","??徐梦圆—China系列全收录","xx香蕉船",1485388800,"<b>介绍：</b>汤圆们的福利，梦圆哥所有china系列的歌都会第一时间收录进来，方便汤圆们欣赏哈.<br>同时，可以去我新建的歌单【J.Fla翻唱原声收录】看看哦，新晋侧颜女神！话不多说..我去看了..别说我没有告诉你！<br>",578132,26779,517,288,"[""电子"",""流行"",""古典""]",5206,9,44,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",116,"是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",34,1,"否","否","否","是","否","否","否",3
"265","?永远的影帝『SRK』MV合集?","All-Meera",1465171200,"<b>介绍：</b>他是永远的影帝 我永远的男神 他一直都是那么有魅力 一直都是个暖男 爱他不只是说说而已<br>",462767,7788,268,75,"[""民族"",""榜单"",""小语种""]",19010,8,5,16,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",57,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否",54,0,"是","否","否","否","是","否","否",3
"266","100首精选经典国粤语老歌，不听后悔","Swink-浩",1434758400,"<b>介绍：</b>5亿人听过，收藏好，慢慢听.........有待持续更新（在更新过程中，本人持续会修改目录的歌曲）<br>",433371,7370,71,53,"[""华语"",""粤语"",""怀旧""]",87,8,18,18,"否","是","是","否","否","否","是","否","否","否","是","否","否","是","否","否","否","是","否","否","否","否","否",63,"否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否",144,36,"否","否","否","是","否","否","否",3
"267","2017粤语新歌（持续更新）","君觉",1483315200,"<b>介绍：</b>2017年粤语新歌精选。<br><br>16年最喜欢的粤语歌是郑欣宜的《女神》，1月1日的叱咤颁奖典礼上获得了最受喜爱的歌曲。<br>“不要低头，光环会掉下来”，2017年也要坚信这句话，不要低头，坚持做自己。相信所有的一切都能够重新开始，相信所有希望的一切都能够回到最初的模样，相信等这一年终了时，还能够笑着对你说，“谢谢你，这一年我做到了。&quot;<br>",425126,7866,52,56,"[""粤语"",""流行"",""榜单""]",560,9,19,14,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否",192,"否","否","是","是","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",106,11,"否","否","否","是","否","否","否",3
"268","20首超赞的冷门大爱女声③","by丶WhoIAm",1443744000,"<b>介绍：</b>空灵女声 弥漫在空气 沉淀在深海 消失在星河，宽广无边的柔和 值得细细品味这20首冷门女声。 希望你能喜欢。<br>",866887,19772,257,244,"[""欧美"",""伤感"",""治愈""]",11423,9,78,13,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",68,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",20,1,"是","否","否","否","是","否","否",3
"269","3D环绕全电音&amp;开启抖腿模式","抱歉弄到你的嘴里了",1452470400,"[无简介]",2513744,59358,732,390,"[""欧美"",""舞曲"",""电子""]",771,8,13,18,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",105,1,"否","否","否","是","否","否","否",3
"270","3D立体环绕 穿梭大脑的奇异感","单音系",1465257600,"<b>介绍：</b>戴上耳机 细细感受吧<br>",1505706,39974,660,236,"[""电子"",""欧美"",""另类/独立""]",48229,9,42,15,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",8,1,"是","否","否","否","是","否","否",3
"271","3l歌曲大合集 让你洗脑循环","汗滴6",1418774400,"<b>介绍：</b>都是一些非常棒的歌曲 建议听到高潮部分<br>",380182,33263,88,175,"[""日语"",""ACG"",""兴奋""]",255,8,10,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",33,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否",55,0,"否","否","否","是","否","否","否",3
"272","400首流行音乐钢琴曲","F_S_",1407974400,"<b>介绍：</b>歌单里大部分都是流行音乐的钢琴曲伴奏，另外有几首是个人喜好，请小伙伴们放心食用→?→<br>",1121725,36169,392,129,"[""轻音乐"",""学习"",""钢琴""]",320,7,7,11,"否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",56,"是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",397,20,"否","否","否","是","否","否","否",3
"273","50首孤独旅人的都市情歌","虎锐",1493942400,"<b>介绍：</b>2015年国庆攀登哈巴雪山。<br>冲顶的队员有几十人，但队伍越拉越长，就像一队缓慢行进的蚂蚁，稀稀拉拉散落在白雪之上。环顾四周，只有一片白茫茫，为了节省体力，我们之间几乎没有语言交流。<br><br>不需要沟通，不需要思考，没有烦恼，要做的就是机械攀登。甚至在片刻由于缺氧而造成的意识模糊时，也完全需要自己克服，没人可以帮你。这种孤独感，在日常难以体会到，你能感受到孤独本身的力量。<br>按照文艺的说法，我感觉都爱上它了。<br><br>",5237827,58226,344,335,"[""华语"",""民谣"",""治愈""]",24233,10,58,12,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",231,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",50,27,"是","否","否","否","是","否","否",3
"274","8090后电视剧记忆","阿杰进化论",1457568000,"<b>介绍：</b>小时候，外公给我们家买了台黑白电视机，我还记得那台电视机的牌子是“熊猫”牌。<br><br>那个时候，一台黑白电视机就能让我们那么知足、那么快乐。甚至，在看电视时还需要时不时的对电视进行微调、摆弄天线。<br><br>现在，我多么怀念那时黑白电视机上的“雪花”啊。<br><br>以前黑白电视机收到的频道不多，没有选择的余地，但放的电视剧都很好看。<br><br>如今，频道多了，可以看的节目多种多样，我们反而不知道该看什么了。<br><br>那些我看过的电视剧，你们好吗？我好想你们啊～<br><br>你们知道吗？我已经长大了，我已经不是以前你们看到的那个小孩子了。<br><br>谢谢你们在我童年时光陪着我！现在，让我在这个歌单里，拥抱你们。<br>",805249,9665,94,122,"[""80后"",""影视原声"",""90后""]",16242,9,18,10,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",337,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",392,15,"是","否","否","否","是","否","否",3
"275","艾米纳姆：成为王？明明可以做上帝","亏普",1436486400,"<b>介绍：</b>阿姆是美国的一名说唱歌手。是“嘻哈”界极少数成功的“白人”歌手之一，音乐也受到乐评人广泛好评。埃米纳姆（Eminem），世界流行说唱天王、音乐制作人及演员。他在1998年签约至所属的Aftermath唱片公司。姆爷的专辑累积销售已使他成为21世纪全球唱片销量最高的歌手，世界销量已超过8000万张。他被滚石杂志誉为“最伟大的说唱歌手”。<br>",1213343,28795,365,541,"[""欧美"",""说唱"",""流行""]",18443,9,74,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",182,"否","是","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",102,100,"是","否","否","否","是","否","否",3
"276","艾米纳姆和他的合作者","亏普",1436832000,"<b>介绍：</b>阿姆是美国的一名说唱歌手。是“嘻哈”界极少数成功的“白人”歌手之一，音乐也受到乐评人广泛好评。埃米纳姆（Eminem），世界流行说唱天王、音乐制作人及演员。他在1998年签约至所属的Aftermath唱片公司。姆爷的专辑累积销售已使他成为21世纪全球唱片销量最高的歌手，世界销量已超过8000万张。<br>",532987,14469,192,202,"[""欧美"",""说唱"",""流行""]",18443,9,74,10,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",163,"否","是","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",102,81,"是","否","否","否","是","否","否",3
"277","爱上欧美音乐，从R&amp;B和POP开始。","阿勃勃",1417046400,"<b>介绍：</b>很久以前喜欢的歌<br>",1199199,22055,252,250,"[""欧美"",""R&amp;B/Soul"",""怀旧""]",31092,10,143,22,"是","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否",22,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",37,0,"是","否","否","否","是","否","否",3
"278","奥斯卡金曲精选","雷击天下",1382313600,"<b>介绍：</b>奥斯卡怀旧金曲精选....<br>",405582,10061,108,53,"[""欧美"",""怀旧"",""经典""]",23337,10,107,7,"否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",27,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否",39,3,"是","否","否","否","是","否","否",3
"279","把酒唱离别，情不重不生娑婆","朝夕念兮",1466812800,"<b>介绍：</b>在白日空灵的音乐里追逐，静静地聆听着，若梦，阡陌弹指一挥间，爱已斑驳了一地的破碎，此时相见却不能相忘，风，吹乱了青丝，轻轻地，嫣然抚摸着一滴滴的记忆…<br>尘世烟雨，千年一瞥的轮回，只为浮动今生的水月镜花，褪了色，枯了枝。<br>韵一杯忘情水，畅饮苦涩的经年之心，嘴角氤氲了凝泪，原以为齿间雀跃的自是那搁浅的绝望，吞噬的，是不再回首既消的芳华，满腔的碎屑，惊鸿一瞥，秋风萧瑟，如若我熟稔的寂寞，再一次袭击了脑前的满腔柔情，便无可厚非的望着这孤独突击的凄凉，临风飞扬的衣角，削弱了单薄的身体，本是万物重生的绝佳日子，可是颤抖的寒意划过后背，颤栗着冰冷的夜雨，无助而又迷茫，碎了泪，湿了襟。<br>紧拥衣袖，眉头紧锁，簌簌落幕的时间一点一滴的消逝着，搭搭搭。温暖的阳光下，我的心事，肆意揭露，走不出绕不进的残缺是谁的经年?万丈光年，于忍心只能看着而不能梳理分别的痛苦，华丽出境的爱，最终的结局，不过是人心走散灰白的不忍心多看对方一眼，镶嵌了多少无助的痛苦和泪水，没有一份持之以久的爱情，却在这白日里，烟消云散，此景，又一次灼伤了双眼，此去经年，不再感受着彼此的温度与融合，而今，却已经是暗自垂泪，没有了眼角婉转的温柔散失，早已人去楼空。<br>时光静静地斟酌着，疯狂而有似火，如今已是徒劳无功，温暖的晴天仍照射不进心里的街角，不敢抬头仰望湛蓝的天空，不敢俯身添嚼人间的离殇。慕然回首，灯火阑珊处，卷帘西风，人，依旧黄花瘦。<br>寂静的微凉，何须映面，凄楚不离殇，酒肉穿肠，化作离人泪，冰冷指尖，荒无人烟，今夕我又醉酒何处?摇曳生姿的笔端，那个迷茫的女人，成为灯下最浓烈的一抹朱红，她从唐诗宋词里，娓娓走来，静听我为谁唱情歌、对谁诉情话、给谁写天涯。<br><br>小酌一杯酒，梦里见，别样寒，城市繁华，哪里是我心的归属?睫毛下的风景迷蒙不清…此刻，唯有殇情依偎在心头，挥之难去，沉默的岁月，如那铺开的水墨般，撩过熏香的朦胧，却锁不住那心底的千愁万绪。<br>“可惜只剩回忆在半空中盘旋......”远处传来了轻声的呢喃，如佛祖的低吟，于是，虔诚的我，小心翼翼地掩盖了红尘的一角，收回这伤感的情绪...... <br><br>封面图片：来自赵百万<br>微博：Million赵<br><br>2016.6.25<br>〖内容源于网络〗<br>",1924196,51365,364,408,"[""古风"",""经典""]",14334,8,46,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",980,"否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否",149,1,"是","否","否","否","是","否","否",3
"280","白日幻想家 | 行走在梦幻国度里的温柔","螚安Vivienne",1485820800,"<b>介绍：</b>温柔点吧 世界已经足够浮躁了<br>来点幻想 远离烦心的琐碎之事<br>平安喜乐 更好的自己已在路上<br>你要阳光 美好的生活音乐相随<br><br>我是白日幻想家<br>行走在梦幻国度 带上别具一格的温柔<br>与你相遇<br>",1020644,19730,276,286,"[""欧美"",""流行"",""另类/独立""]",15528,8,76,19,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",126,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",22,0,"是","否","否","否","是","否","否",3
"281","白噪音-高效率学习记忆","到处玩的",1413849600,"<b>介绍：</b>模仿大自然的声音-这就是白噪音(white noise)，提高注意力，放松身心，挺好的。<br>",472821,11525,202,109,"[""学习"",""轻音乐"",""放松""]",797,9,30,11,"否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",58,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",102,0,"是","否","否","否","是","否","否",3
"282","百部动画原声｜百首轻松小调","阿卡琳",1488240000,"<b>介绍：</b>下午茶的芬香弥漫在树荫下，午后的阳光透过树枝的间隙洒在门前地板上，音乐里是轻快而又安逸的旋律。缓慢推移的每一天没有答案，季节将水染上颜色，绽放出七彩光芒。 稍不留神便消失殆尽，连续不绝地洒下光芒。 远方的笑声如歌般地响彻天空。<br><br>封面 pid = 61507689<br>",1513665,42854,269,756,"[""轻音乐"",""下午茶"",""ACG""]",12809,10,43,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",152,"否","是","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",104,0,"是","否","否","否","是","否","否",3
"283","百花深处，听民谣歌手单相思","虎锐",1492128000,"<b>介绍：</b>每个人都有爱而不得。<br><br>欢谑着说经过岁月沉淀自然稀释溶解，甚或是加热成为电解质，电解质加热会电离。诸如更多的化学名词，似乎仅是为了证明藏匿心间的那个深爱的人，终会伴着暮春消弥成烟。如若成谶便好，单相思，害相思。<br><br>17岁没能送你花，希望27岁能请你喝酒。<br>",4241783,49191,378,376,"[""华语"",""民谣"",""治愈""]",24233,10,58,13,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",153,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",28,10,"是","否","否","否","是","否","否",3
"284","百威风暴电音节广州站-现场歌单","小怖君",1473552000,"<b>介绍：</b>歌单是根据自己在现场听到的建的 、包含全部 ，欢迎各家粉丝补充 如果加的少了或者多了请务必告诉我 ，目前2016百威电音风暴节广州站两天全部歌单目前更新完毕，欢迎大家收藏与分享。<br><br>?在广州站，传奇Trance组合Above&amp;Beyond再次登上风暴电音节的舞台，而瑞典DJ巨星 Alesso也在广州迎来他的大陆首秀。今年风暴电音节的主题曲《心电感应808》也在广州站发布，女神张靓颖联合Jack Novak献上了精彩表演！除此之外，美国传奇DJ Kaskade、嘻哈舞曲巨星Flo Rida、Hardwell的好兄弟Dyro、火爆新星Mike Williams，这些国际大牌也悉数登场！<br><br>今年是A2LiVE第四年举办风暴电音节，也是第三年携手百威进行合作。作为中国目前最大规模的户外电子音乐节，同时也是舞台最炫酷、DJ阵容最强大的音乐节，去年的百威风暴电音节上海和深圳两场共吸引大约7.5万人次到现场，已然成为中国电音文化的象征。<br>",3674800,67760,1673,262,"[""欧美"",""流行"",""电子""]",6835,9,29,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",447,"是","是","否","否","否","否","否","否","否","是","是","否","否","否","否","是","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",130,26,"是","否","是","否","是","否","是",3
"285","百位世界顶级配乐大师，两百首经典代表作","般蛋",1445990400,"<b>介绍：</b>歌单介绍：<br><br>这应当是本人做过的质量最高的一个歌单了。<br><br>大多数人都看过《神探夏洛克》，其中的片头曲和其他经典曲目为人们所津津乐道，然而有多少人知道这些配乐出自谁之手呢？<br><br>配乐作为影视艺术中不可或缺的部分，对于一部影视作品有着至关重要的作用。好的配乐甚至能挽救一部电影。<br><br>这个歌单中收录了世界范围内百名顶尖电影配乐大师的两百首作品，首首经典，值得你细细去品味。<br><br>这个歌单里有许多被埋没了的非常经典的配乐，希望有心人能把它们挖掘出来~<br>",3710774,137793,1439,1256,"[""轻音乐"",""影视原声"",""经典""]",16704,8,219,19,"否","否","是","否","否","否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否",263,"是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否",207,11,"是","否","否","否","是","否","否",3
"286","煲机黄金音乐！全单无损音质大碟","少年洛奇",1444867200,"<b>介绍：</b>本歌单涵盖了目前较为全面的煲机音乐，从交响、管弦、钢琴独奏到人声，皆为无损CD音质。让你的音箱和耳机音质变得更加丰满。p.s.个人不太主张持续十几二十小时的不间断播放，建议就像平常听音乐一样，用不大的音量来欣赏这些音乐，这样大概两个月左右就可以将设备煲开。届时便能去听自己喜欢的流派了。祝大家煲机愉快<br>",1400351,38338,369,723,"[""流行"",""古典"",""钢琴""]",274,8,94,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",164,"是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",29,4,"否","否","是","否","否","否","是",3
"287","北美第一盲僧「背景音乐」","清茶旧友Cc",1474156800,"<b>介绍：</b>关注我 每期都会为各位小可爱奉上新歌单哟！<br>",714343,18299,137,172,"[""流行"",""电子"",""游戏""]",389,7,16,12,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",35,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",99,12,"否","否","否","是","否","否","否",3
"288","比酒驾，醉驾更危险的是电驾！","秋名山电驾老司机",1438128000,"<b>介绍：</b>如果你喜欢浮躁，摇头，抖脚的炸曲，相信我，这里肯定有你喜欢的不止一点点。欢迎收藏！会不定时持续更新。好曲就应该大家分享的！（温馨提示：开车可以听，千万注意安全）<br>",2849980,48544,1137,445,"[""酒吧"",""电子"",""驾车""]",3229,9,10,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",94,"否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",297,5,"否","否","否","是","否","否","否",3
"289","哔哩哔哩翻唱榜精选","陈井晟",1439856000,"<b>介绍：</b>不定期更新，精选点击量最高，最良心的（+精神污染）曲<br>",1084996,28122,118,203,"[""ACG"",""榜单"",""流行""]",171,7,11,9,"否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",40,"否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",267,13,"否","否","否","是","否","否","否",3
"290","别熬夜，你等不到他的晚安","扥你",1479600000,"<b>介绍：</b>夜已深，<br>人难眠。<br>人已别，<br>却思恋。<br><br>晚风是你，<br>月光是你，<br>睁眼是你，<br>闭眼也是你。<br><br>明知道熬夜不好<br>还是会熬夜，<br>明知道你不喜欢我<br>还是会自作多情。<br><br>往昔情深缘浅不过梦一场，<br>明日以后，再也不为你熬夜。<br><br>",1646153,14160,163,317,"[""华语"",""流行"",""伤感""]",94548,9,37,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",173,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",41,13,"是","是","否","否","是","是","否",3
