"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","log_play_count","cluster"
"513","国乐的失落与回归【唐诗篇 ? 上】","元粥粥",1427328000,"<b>介绍：</b>唐诗泛指创作于唐朝的诗。唐诗是中华民族最珍贵的文化遗产，是中华文化宝库中的一颗明珠，同时也对周边民族和国家的文化发展产生了很大影响。唐诗的形式是多种多样的。唐代的古体诗，主要有五言和七言两种。古体诗的风格是前代流传下来的，所以又叫古风。by小芥园#NO.39<br>",86768,8176,48,45,"[""华语"",""古风"",""器乐""]",8722,8,67,17,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",143,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否",23,0,"是","否","否","否","是","否","否",11.3709931690808,1
"514","国内外超燃神曲（气势恢宏配乐）","o喵喵君Oo",1441411200,"[无简介]",24648,520,7,30,"[""古典"",""世界音乐"",""感动""]",513,8,20,15,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",45,5,"否","否","否","是","否","否","否",10.1124510402765,1
"515","还换不换短信铃声啦！( ??? ? ??? )","老白听了想点穴",1427587200,"<b>介绍：</b>基本上是日漫过场音乐，大部分都是简短轻快的，有几个长一点的可以自截一下，做短信铃声萌萌哒～<br>",120541,1017,3,19,"[""清晨"",""轻音乐"",""清新""]",132,9,4,23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",59,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",62,1,"否","否","否","是","否","否","否",11.699745223004,1
"516","还未来得及说再见，转身却已是告别??","正六边形的雪花",1427155200,"<b>介绍：</b>虽然，有很多的话还没说出口，有很多想和你一起做的事情没去做。但是··已经太迟了，因为··我们不会再相遇了，不是么···<br>",202638,4308,125,208,"[""日语"",""ACG"",""感动""]",4277,8,74,18,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",73,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,0,"是","否","否","否","是","否","否",12.2191764149072,1
"517","海市蜃楼｜幻想乡与异世界的融合","阿卡琳",1491350400,"<b>介绍：</b>序言：有一天，幻想乡的宁静被打破，从结界外涌来了各式各样的文化。。。<br><br>东方project因为其多样性包容性，在同人音乐届独树一帜。这一单包含了东方project和其他ACG，甚至一些非ACG的名曲融合改编。其中不乏卡农，斯卡布罗集市这样耳熟能详的旋律。<br><br>封面 pid = 41138959<br><br>—— 对照表 ——<br><br>チルノの动く城 ——&gt; 人生的回转木马，出自《哈尔的移动城堡》⑨石让，<br>秋姉妹のなく顷に ——&gt; You，出自《寒蝉鸣泣之时》<br>天空に捧ぐ祈り~同じ高みへ ——&gt; 時を刻む唄，出自《Clannad》<br>世界<br>廃狱のロア ——&gt; 斯卡罗布集市<br>Hide?and?seek?Spirit?away ——&gt; Good?Time<br>风の诗 ——&gt; 鸟之诗，出自《Air》<br>Signs?of?paradox ——&gt; oblivious，出自《空之境界》<br>Ⅲ?Sis?puella?remillia! ——&gt; Sis?puella?magica!，出自《魔法少女小圆》<br>ミラクル ——&gt; コネクト，出自《魔法少女小圆》<br>C.C.フランは魔法少女なのか？<br>プリズムスーベニア～… ——&gt; プラチナ，出自《魔卡少女樱》<br>Attack?on?Strahl ——&gt; 紅蓮の弓矢，出自《进击的巨人》<br>with?you ——&gt; 卡农<br>梦が终わるまでに ——&gt; 世界が終わるまでは，出自《灌篮高手》。。。想打篮球的东方曲<br>Dolls ——&gt; ひぐらしのなく頃に，出自《寒蝉鸣泣之时》<br>宇宙そらめぐり<br>last?stage?/?...In?The?Brlliance ——&gt; 小星星<br>Letty?Whiterock?You! ——&gt; We?Will?Rock?You<br>七曜サーキュレーション<br>式神サーキュレーション ——&gt; 恋爱サーキュレーション，出自《化物语》<br>YOU?YOU?MU! ——&gt; Little?Busters!<br>Gate?of?Forbidden ——&gt; Hacking?to?the?Gate，出自《命运石之门》<br><br>—— 2017.04.12 更新日志 ——<br>添加 花音 -十六夜咲夜のカノン- ，原曲 卡农 感谢@东京热拍摄组 的推荐<br>感谢 @Yu_Z_P 的推荐，请参见评论区(简介字数限制<br><br>移除了 式神サーキュレーション ，（幼女萌音吃不消<br>",295376,12166,58,116,"[""日语"",""轻音乐"",""ACG""]",12809,10,43,15,"否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",1155,"否","是","否","否","是","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否",30,4,"是","否","否","否","是","否","否",12.5960044000104,1
"518","海洋的夜色钢琴","SmileBooky",1431388800,"<b>介绍：</b>赵海洋钢琴师，听过他很多悦耳的钢琴曲，很多流行曲被他重新演绎之后更加耐听更有韵味。“夜色钢琴，月色思念”， 轻盈舒畅，委婉通透，沐在他的音乐月光下，洗涤琐碎烦恼。<br>",318097,9888,179,106,"[""安静"",""钢琴""]",576,8,34,7,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",95,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",149,1,"否","否","否","是","否","否","否",12.6701116466962,1
"519","含糖量45%","奶酪机构",1449792000,"<b>介绍：</b>给呼咪的生日诗 <br><br>小猫对我生气，因为我趁它睡着挠它肚皮， <br>它不知道我是多么喜欢它，这小傻瓜。 <br>它是一个若无其事的捣蛋鬼， <br>我行我素的小气包。一团静静长大的小肥肉。 <br><br>小猫你是多么顽强，每天都要咬我手臂。 <br>你现在在我身边熟睡，你梦见你的妈妈了吗？ <br>一年前把你带到世上来的猫妈妈， <br>昨天打电话给我，说她还能梦见你的样子。 <br><br>廖伟棠<br>2005．5．15．<br>",288937,9396,109,180,"[""摇滚"",""电子"",""朋克""]",7254,8,8,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",236,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",445,1,"否","是","否","否","否","是","否",12.573963950251,1
"520","韩剧纯音乐-伤感篇","我是一只烤全羊",1393891200,"<b>介绍：</b>一首成功的BGM，就是一响起就能让你开始回忆起点滴剧情，或幸福或伤感……由于最近比较敏感，还是走催泪路线吧……<br>",240910,10364,72,92,"[""轻音乐"",""影视原声"",""伤感""]",16430,9,139,9,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",69,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","否","否","否",33,0,"是","否","否","否","是","否","否",12.3921786987418,1
"521","韩剧中超好听的配乐&amp;伴奏love","冰淇淋cheers",1437004800,"<b>介绍：</b>韩剧剧情大家都懂，但ost确实良心! 歌单偏节奏，持续更新中<br>",96938,5941,22,37,"[""浪漫"",""伤感"",""感动""]",42,9,40,20,"是","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",44,"是","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",154,0,"否","否","否","是","否","否","否",11.4818268778682,1
"522","韩系小清新钢琴","嘬腮怪人",1403827200,"<b>介绍：</b>(更新于15年10月22日..)韩系的小清新钢琴， 淡淡的钢琴声总是那么治愈 精选集中搜集了我听纯音乐以来收藏的喜欢的韩系钢琴曲，一些过于有名诸如kiss the rain，假如爱有天意 ，river flows in you 之类的 就不收录了。<br>",227183,9594,75,33,"[""轻音乐"",""放松""]",69,8,72,7,"否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",138,"否","是","否","是","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",33,2,"否","否","否","是","否","否","否",12.333511139086,1
"523","韓國1M-Sori Na","貓圃",1458691200,"<b>介绍：</b>韓國 1 Million Dance Studio 編舞者/舞者Sori Na（???），擅长Hip hop风格。毕业于汉城神学院，信奉基督教。<br>",207520,5346,28,36,"[""流行"",""舞曲"",""欧美""]",5691,9,27,12,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",86,"否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,0,"否","否","否","是","否","否","否",12.2429829995503,1
"524","好爵士 · Bill Evans","真的悟空_MrK",1386028800,"<b>介绍：</b>指间之下流出的时间颗粒感<br>",340433,17085,201,80,"[""欧美"",""爵士"",""怀旧""]",954,9,355,16,"是","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",26,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",289,0,"否","否","否","是","否","否","否",12.7379736157534,1
"525","好听入耳的粤语女声","鹰与星",1421798400,"<b>介绍：</b>o(≧口≦)o至少有她们给你安慰。<br>",151937,2753,14,24,"[""粤语"",""流行"",""伤感""]",79981,10,85,9,"否","是","是","否","否","否","是","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否",31,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",65,3,"是","否","否","否","是","否","否",11.9312212402262,1
"526","好き好き大好き","东国便利店员",1405728000,"<b>介绍：</b>源于知乎上的一个回答，前方有动次打次乱入的预感。<br>",88270,2384,45,102,"[""摇滚"",""电子"",""另类/独立""]",133,8,18,7,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",38,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是",170,0,"否","否","否","是","否","否","否",11.3881555780143,1
"527","和风ROCK合唱集(アニメ)","七分融雪",1411603200,"<b>介绍：</b>这里有些歌也不清楚是不是属于ロック但这类型蛮有特点就是了。总之很难找，米娜如果找到就给咱丢过来吧~<br>",50764,1171,11,34,"[""日语"",""ACG"",""古风""]",15974,8,107,14,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",63,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否",29,0,"是","否","否","否","是","否","否",10.8349427209301,1
"528","和乐 · 能面、怪谈、俳句、武士与清酒","催熟的小番茄_",1424736000,"<b>介绍：</b>樱花、和服、俳句 怪谈与武士、清酒、神道教构成了传统日本的两个方面——菊与剑。在日本有著名的 &quot;三道&quot;，即日本民间的茶道、花道、书道。宗教有神道教、佛教禅宗。能剧是日本传统的剧种。※注:本单排序是从流行到传统。若有不适，请多包涵。<br>",126629,4324,51,63,"[""日语"",""民谣"",""安静""]",137,9,24,19,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",139,"否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",139,3,"否","否","否","是","否","否","否",11.7490168303906,1
"529","和楽 ? 大正の風","FripSideWinds",1440979200,"<b>介绍：</b>【邦楽これ】<br>水音 微かに聞こえる<br>息吹を 報せる鼓動<br>それとも 滅びへの足音<br>いまなら 確かに感じる<br>君から零れた あの言葉<br>其れが真実だと<br>",84502,4213,24,108,"[""日语"",""民族"",""古风""]",2306,8,54,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",103,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","是","否","否","否",122,3,"是","否","否","否","是","否","否",11.3445304817042,1
"530","荷东猛士80年代的士高(经典收藏)","释然-爱音521",1433203200,"<b>介绍：</b>你们还记得80年代吗？那时的潮人留着爆炸头 身着喇叭裤 手提双声道的单卡录音机 就在大街上三五成群的展现自己舞姿 80年代我们的霹雳舞时代 好纯粹的时代……<br>",112177,4148,55,46,"[""舞曲"",""酒吧"",""经典""]",632,9,63,17,"否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",92,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",475,3,"否","否","否","是","否","否","否",11.6278332599698,1
"531","黑金:灵魂在地狱中嘶吼","你崩坏我的色彩",1401408000,"<b>介绍：</b>自己收藏的黑金等，口味（较）重，慎入啊<br>",60436,3171,49,61,"[""欧美"",""金属""]",1512,7,15,11,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",33,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",29,0,"否","否","否","是","否","否","否",11.0093402328597,1
"532","黑金秘笈—burzum精选","小石头的爸爸",1403913600,"<b>介绍：</b>最具思想深度的黑金属。灵魂人物varg具有争议与传奇色彩，听他们的音乐感觉就是在近距离接触varg的灵魂，最近的专辑感觉瓦哥已然超脱成仙。不再是以前的少年。好脸蛋好身材不如有思想，好嗓子好技能不如有灵魂。最后一首是他关于他杀人的解释，对于varg。褒贬不一，天才从来都是有争议的<br>",32334,1660,26,80,"[""金属""]",8323,10,116,13,"是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",153,"否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",24,1,"是","否","否","否","是","否","否",10.3838745871616,1
"533","红尘缘－醉笛悠扬","客行云乐",1414800000,"[无简介]",97867,3082,38,18,"[""轻音乐"",""民族"",""器乐""]",9273,10,611,8,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","是","否","否","否",157,0,"否","否","否","是","否","否","否",11.4913646930431,1
"534","红警2 O.S.T","花泽芫荽",1428364800,"[无简介]",44648,1112,11,42,"[""90后"",""怀旧"",""经典""]",50,8,96,9,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",0,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否",39,0,"否","否","否","是","否","否","否",10.7065647924683,1
"535","後藤麻衣/安玖深音 Best Album","SummerDays06",1428883200,"<b>介绍：</b>待完善<br>1-18為Solo曲 19-為合唱 一些有Solo版的就不放合唱了<br>由於大部分歌曲登記為安玖深音名義所以一併寫上<br>實際上音姐這幾年都是一作一名義<br>封面繪師:きみしま青<br><br>後藤麻衣/安玖深音歌曲目錄:<br>http://www.geocities.jp/nanashi417/Data/VIP139.html<br>http://agumioto.cswiki.jp/index.php?%E6%AD%8C%E3%83%AA%E3%82%B9%E3%83%88<br><br>安玖深音／後藤麻衣 COMPLETE VOCAL COLLECTION by 車藝:<br>http://bbs.2dkf.com/read.php?tid=452413<br>(2016/09/28現在資源存活中)<br>",131263,17834,35,147,"[""日语"",""ACG"",""游戏""]",2290,9,47,20,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",382,"否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否",37,0,"是","否","否","否","是","否","否",11.784958223168,1
"536","後搖丨Post?Rock","陈北及",1436400000,"<b>介绍：</b>愛旋律，不愛說話，語言是誤解的根源。<br>",93998,2682,52,57,"[""后摇""]",55365,10,91,12,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",363,4,"是","是","否","否","是","是","否",11.45102878443,1
"537","后 ? 摇 ? 四 ? 季","玛丽锁链是耶稣",1460764800,"<b>介绍：</b>不知不觉又是一年。<br>这单后摇可以陪伴你走过四季：<br>从冰雪初融，春天来临，<br>到电闪雷鸣，夏夜繁星，<br>恍然间叶落满地，秋风乍起，<br>于是乎踏雪寻梅，冬日降临。<br>最后回到温暖的家中，<br>坐在壁炉旁，<br>读一本最爱的书，<br>做一场好梦。<br>",137697,2787,71,87,"[""后摇"",""器乐"",""感动""]",8237,9,51,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",151,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",30,1,"否","否","否","是","否","否","否",11.832810897987,1
"538","后朋克 | 忧郁/厌世/内省/焦虑/性冷淡","囿岛",1456012800,"<b>介绍：</b>Cold cold night放第一首的原因是—声音太大，放中间怕吓着人。这样开始就可以吓到人( ????? )<br>",180678,7033,95,142,"[""欧美"",""摇滚"",""另类/独立""]",8187,9,30,21,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",70,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是",110,2,"是","否","否","否","是","否","否",12.1044717204135,1
"539","后朋克°?明天我们一起死掉","玛丽锁链是耶稣",1463529600,"<b>介绍：</b>大概是从今年5月18号，也就是Ian Curtis忌日的时候开始做的这单。后朋克有种极为迷人的阴郁美，做这个歌单也是想要给自己一个交代。由于很多后朋乐队实验性过强，所以并不总是悦耳动听符合主流审美的，不过一旦入坑就根本停不下来抖腿了，所以慎听。<br><br>下面是一些由我整理翻译的后朋克和后朋克复兴的资料，来源wikipedia。禁止任何形式的转载和借鉴。<br><br>－－－－－－－－－－分割线－－－－－－－－－Post-punk后朋克<br><br>风格起源：<br>Punk rock, dub, electronic, krautrock, funk, avant-garde, disco, experimental, world, art rock, jazz, glam rock<br><br>文化起源：<br>70年代中后期；英国，美国，澳大利亚<br><br>衍生流派：<br>instrumental, synthpop, new wave, noise rock, dark wave, indie rock, dance-rock, neo-psychedelia, alternative rock, house, post-rock<br><br>后朋克是一种诞生于70年代的朋克运动中的更加多样化的摇滚乐。通过从传统朋克摇滚的音乐形式和更广阔的文化大背景中汲取灵感，后朋克以丰富多样的、试验性的情感内核和对传统摇滚的“概念性冲击”闻名。这场运动也揭示了音乐与艺术和政治之间的惯常联系，艺术家们从政治理论、电影、表演艺术和现代文学中充分地汲取了养分。伴随这些音乐一同发展的还有视觉艺术、多媒体表演、独立厂牌，和音乐杂志。<br><br>早期的后朋克领军乐队有Siouxsie and the Banshees, Wire, Public Image Ltd, Devo, Joy Division, Talking Heads, the Pop Group, Gang of Four, Throbbing Gristle, the Contortions等。后朋和一些衍生流派如gothic rock、new wave、industrial music等的发展关系密切。到80年代中期，大部分的朋克运动已经平息，这为新流行运动和随后的另类/独立音乐提供了动力。<br><br>后朋克运动可以大致分为1977-79:早期阶段，1980-84:发展阶段，和80年代中期：消亡阶段。<br>",138392,5917,61,140,"[""朋克"",""摇滚"",""另类/独立""]",8237,9,51,13,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1071,"是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是",217,1,"否","否","否","是","否","否","否",11.8378455170268,1
"540","后摇，不安分的灵魂","墨尔本的情书",1418947200,"<b>介绍：</b>post-rock<br>",49155,2115,23,44,"[""夜晚"",""摇滚"",""伤感""]",13443,9,118,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",23,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是",21,0,"是","否","否","否","是","否","否",10.802733849801,1
"541","后摇带你远离浮躁与喧嚣","Chrysler_君",1401926400,"<b>介绍：</b>氛围/后摇 远离人群，远离喧嚣，沉淀内心世界<br>",227756,7924,128,133,"[""摇滚"",""器乐"",""轻音乐""]",3872,8,35,11,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","是",25,0,"是","否","否","否","是","否","否",12.3360301594514,1
"542","后摇意境，音画之美。","阿勃勃",1424995200,"<b>介绍：</b>起雾的玻璃，积水的地面，裤管上的泥点，拥堵的长桥，后座的旅人，年轻的司机，下着雨，树叶哗哗，城市，一面繁荣一面苍凉。<br>",93066,2780,58,80,"[""器乐"",""伤感"",""后摇""]",31092,10,143,10,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",72,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",11.4410641978528,1
"543","葫芦丝?-月光下的凤尾竹","-涛声依旧-",1400371200,"<b>介绍：</b>葫芦丝，又称“葫芦箫”，是云南少数民族乐器，主要流传于傣、彝、阿昌、德昂等民族中。 葫芦丝可分为高、中、低音三种类型，常用的调为降B、C、D等调。葫芦丝发源于德宏傣族景颇族自治州梁河县，主要流行于傣、阿昌、佤、德昂和布朗等族聚居的云南德宏、临沧地区，富有浓郁的地方色彩。<br>",85991,2244,26,12,"[""轻音乐"",""民族"",""清新""]",1110,8,231,12,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",149,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否",140,0,"是","否","否","否","是","否","否",11.3619979185965,1
"544","葫芦丝 竹韵雅音","古韵雅音",1393200000,"<b>介绍：</b>宝葫芦的秘密<br>",56039,1071,16,21,"[""下午茶"",""放松"",""器乐""]",160,7,11,8,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",57,2,"否","否","否","是","否","否","否",10.9338031558949,1
"545","葫芦丝—名曲精选30首","浪子知县",1428192000,"<b>介绍：</b>芦葫芦丝，又称“葫芦箫”，是云南少数民族乐器，主要流传于傣、彝、阿昌、德昂等民族中，富有浓郁的地方色彩。因其音色独特优美，外观古朴，柔美，典雅而著称。<br>",102472,2997,24,11,"[""古典"",""民族"",""器乐""]",3269,8,37,11,"否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",89,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否",28,0,"是","否","否","否","是","否","否",11.537344869511,1
"546","户外锻炼 街头健身 Street Workout BGM","青柠年少",1426809600,"<b>介绍：</b>街头极限健身（Street Workout）是极限运动的一种，属于街头文化的一部分， 街头健身是一种新兴运动，大致分为极限单双杠和极限俯卧撑。<br>",222679,3840,58,66,"[""电子"",""金属"",""运动""]",98,9,32,28,"是","否","是","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",85,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",250,13,"否","否","否","是","否","否","否",12.3134865515383,1
"547","花厂 flowers","黄SOBER",1477526400,"<b>介绍：</b>红绿灯时 加大音量 弹射起步 露出迷之笑容 自嗨并孤独着 看着别人那不懂的眼光 只是默默的小声的说了一句：花厂 就是这么強大！<br>",301483,6619,65,49,"[""驾车"",""Bossa Nova"",""另类/独立""]",3605,8,13,10,"是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",77,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",79,1,"否","否","否","是","否","否","否",12.6164689088167,1
"548","滑板必听的BGM","映雪雪是巨大星星",1.458e+09,"<b>介绍：</b>如果你不是职业滑板手却爱好滑板或者还在练习技术和招数的时候不妨带上耳机或许感觉更好了<br>",20225,424,4,22,"[""欧美"",""R&amp;B/Soul""]",6630,9,22,8,"是","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",56,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",21,2,"是","否","是","否","是","否","是",9.91467474192669,1
"549","怀旧日语70 80 90s 日语怀旧，日语经典","陈日进_Wind",1435708800,"<b>介绍：</b>歌单收录了日本70 80 90年代的动漫风格，流行音乐，演歌，口水歌，甚至会有几首更老的音乐。歌单会一直更新下去的，相信不会让您失望。喜欢记得点一下收藏。<br><br>记得点一下收藏。<br>记得点一下收藏。<br>记得点一下收藏。<br>重要的事情说三遍<br>",224791,6683,118,322,"[""日语"",""怀旧"",""经典""]",111,9,104,23,"是","是","是","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",143,"是","是","否","是","否","否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","是","否","否",438,5,"否","否","否","是","否","否","否",12.322926360613,1
